"Indicator","Territory","Weeks","Fuel type","Hodnota"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 18, 2016","LPG","12.06"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2016","Petrol 95 O Natural","27.9"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2016","Diesel","26.18"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 17, 2016","LPG","12.09"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2016","Petrol 95 O Natural","27.74"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2016","Diesel","25.98"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 16, 2016","LPG","12.11"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2016","Petrol 95 O Natural","27.52"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2016","Diesel","25.79"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 15, 2016","LPG","12.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2016","Petrol 95 O Natural","27.38"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2016","Diesel","25.93"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 14, 2016","LPG","12.13"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2016","Petrol 95 O Natural","26.48"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2016","Diesel","25.54"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 11, 2016","LPG","12.22"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2016","Petrol 95 O Natural","26.27"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2016","Diesel","25.07"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 10, 2016","LPG","12.25"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2016","Petrol 95 O Natural","26.22"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2016","Diesel","24.94"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 09, 2016","LPG","12.42"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2016","Petrol 95 O Natural","26.42"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2016","Diesel","25.13"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 08, 2016","LPG","12.53"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2016","Petrol 95 O Natural","26.83"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2016","Diesel","25.44"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 07, 2016","LPG","12.73"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2016","Petrol 95 O Natural","27.17"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2016","Diesel","25.73"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 06, 2016","LPG","12.92"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2016","Petrol 95 O Natural","27.32"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2016","Diesel","26.03"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 05, 2016","LPG","13.13"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2016","Petrol 95 O Natural","27.63"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2016","Diesel","26.6"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 04, 2016","LPG","13.2"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2016","Petrol 95 O Natural","27.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2016","Diesel","27.1"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 03, 2016","LPG","13.25"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2016","Petrol 95 O Natural","28.21"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2016","Diesel","27.52"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 02, 2016","LPG","13.39"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2016","Petrol 95 O Natural","28.43"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2016","Diesel","27.91"
"Average consumer fuel prices in CR (CZK/l)","Czechia","Week 01, 2016","LPG","13.46"
